SalePrice,LotArea,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,CentralAir,GrLivArea,FullBath,BedroomAbvGr,Fireplaces,GarageType,YrSold
233230,15611,CollgCr,1Fam,8,5,2006,Y,1919,2,3,1,Attchd,2006
135900,5687,SWISU,2fmCon,5,6,1912,N,1716,2,6,0,,2008
131000,11409,Edwards,1Fam,5,4,1949,Y,1716,1,3,1,Attchd,2009
235000,16659,NWAmes,1Fam,7,7,1977,Y,2263,2,3,1,Attchd,2006
167000,9600,NAmes,1Fam,6,5,1953,Y,1644,1,3,2,Attchd,2009
142500,7937,Mitchel,1Fam,6,6,1984,Y,1003,1,3,0,Detchd,2006
152000,13710,IDOTRR,1Fam,5,5,1950,Y,1558,1,4,0,Attchd,2007
239000,7399,Somerst,1Fam,7,5,1997,Y,1950,2,3,1,Detchd,2007
175000,11700,NWAmes,1Fam,6,6,1968,Y,1743,1,3,1,Attchd,2007
158500,14000,Crawfor,1Fam,6,8,1950,Y,1152,1,3,1,Attchd,2009
157000,15750,Crawfor,2fmCon,5,5,1953,Y,1336,1,2,2,Attchd,2006
267000,16226,CollgCr,1Fam,8,5,1998,Y,2452,2,4,1,BuiltIn,2007
205000,13704,CollgCr,1Fam,7,5,2001,Y,1541,2,3,1,Attchd,2006
149900,9800,CollgCr,1Fam,5,7,1972,Y,894,1,3,0,Attchd,2006
295000,18386,OldTown,1Fam,7,9,1880,Y,3493,3,3,1,Attchd,2008
305900,10386,CollgCr,1Fam,8,5,2004,Y,2000,2,3,0,Attchd,2007
225000,13474,SawyerW,1Fam,7,5,1990,Y,2243,2,4,1,Attchd,2007
89500,7920,IDOTRR,1Fam,6,7,1920,Y,1406,1,3,0,,2008
82500,12342,Edwards,1Fam,4,5,1940,Y,861,1,1,0,Detchd,2009
360000,12378,NridgHt,1Fam,9,5,2003,Y,1944,2,3,3,Attchd,2006
165600,7685,Gilbert,1Fam,6,5,1993,Y,1501,2,3,1,Attchd,2006
132000,8000,NAmes,1Fam,6,6,1948,Y,972,1,2,1,Detchd,2009
119900,7800,OldTown,2fmCon,5,7,1939,Y,1118,1,3,1,Detchd,2006
375000,215245,Timber,1Fam,7,5,1965,Y,2036,2,3,2,Attchd,2009
178000,9600,OldTown,1Fam,7,7,1925,Y,1641,1,3,1,Detchd,2006
188500,7795,Gilbert,1Fam,7,5,2004,Y,1432,2,3,1,Attchd,2009
260000,13005,NWAmes,1Fam,7,7,1980,Y,2353,2,4,1,Attchd,2009
270000,9000,Somerst,1Fam,8,5,2006,Y,1959,2,3,1,Attchd,2007
260000,9900,NoRidge,1Fam,7,5,1993,Y,2646,2,4,1,Attchd,2009
187500,14115,NWAmes,1Fam,7,5,1980,Y,1472,2,3,2,Attchd,2009
342643,16259,NridgHt,1Fam,9,5,2006,Y,2596,3,4,0,Attchd,2006
354000,12099,NridgHt,1Fam,8,5,2004,Y,2468,2,4,1,BuiltIn,2007
301000,10380,SawyerW,1Fam,7,5,1986,Y,2730,2,4,1,Attchd,2007
126175,5820,OldTown,1Fam,3,8,1955,Y,1163,1,3,0,Attchd,2006
242000,11275,NAmes,1Fam,7,7,1967,Y,2978,2,5,1,BuiltIn,2010
87000,5000,IDOTRR,1Fam,5,6,1941,N,803,1,2,0,Detchd,2007
324000,10846,Veenker,TwnhsE,8,5,1993,Y,1719,1,1,2,Attchd,2008
145250,11600,NAmes,1Fam,6,5,1960,Y,1383,1,3,0,Attchd,2006
214500,11888,BrkSide,1Fam,6,6,1916,N,2134,2,5,0,Detchd,2009
78000,6402,IDOTRR,1Fam,5,5,1920,N,1192,1,3,0,Detchd,2009
119000,10624,NAmes,Duplex,5,4,1964,Y,1728,2,6,0,Detchd,2007
139000,8176,NAmes,1Fam,5,6,1958,Y,1056,1,3,0,Attchd,2007
284000,10655,NridgHt,1Fam,8,5,2003,Y,1629,2,3,1,Attchd,2009
207000,8198,NridgHt,TwnhsE,7,5,2004,Y,1358,2,2,1,Attchd,2008
192000,9042,Gilbert,1Fam,6,5,1998,Y,1638,2,3,2,Attchd,2008
228950,164660,Timber,2fmCon,5,6,1965,Y,1786,2,3,2,Attchd,2008
377426,14157,StoneBr,1Fam,9,5,2005,Y,1922,2,3,1,Attchd,2007
214000,9135,CollgCr,1Fam,7,5,2002,Y,1536,2,3,0,Attchd,2008
202500,14145,NWAmes,1Fam,7,7,1984,Y,1621,2,3,0,Attchd,2006
155000,12400,NAmes,1Fam,6,7,1958,Y,1215,1,3,0,Attchd,2009
202900,14191,Timber,1Fam,8,5,2002,Y,1908,2,4,0,Attchd,2010
82000,8400,SawyerW,1Fam,4,4,1950,Y,841,1,2,0,CarPort,2009
87500,8544,NAmes,Duplex,3,4,1949,N,1040,2,2,0,Detchd,2006
266000,8849,NridgHt,TwnhsE,9,5,2005,Y,1684,2,2,1,Attchd,2008
85000,2592,MeadowV,TwnhsE,5,3,1976,Y,1112,1,3,0,Attchd,2010
140200,6435,BrkSide,1Fam,6,5,1939,Y,1577,1,3,1,Detchd,2006
151500,12772,NAmes,1Fam,6,8,1960,Y,958,1,2,0,Attchd,2007
157500,17600,NAmes,1Fam,6,5,1960,Y,1478,2,3,2,Attchd,2009
154000,2448,NridgHt,Twnhs,7,5,2003,Y,1626,2,2,0,BuiltIn,2008
437154,20431,NridgHt,1Fam,9,5,2005,Y,2728,2,4,2,Attchd,2006
318061,7820,NridgHt,TwnhsE,9,5,2007,Y,1869,2,2,1,Attchd,2007
190000,5271,ClearCr,1Fam,7,5,1986,Y,1453,1,2,1,Attchd,2006
95000,9084,Edwards,1Fam,5,6,1941,N,1111,1,3,0,Detchd,2008
105900,8520,OldTown,1Fam,6,8,1928,Y,720,1,2,0,Detchd,2010
140000,8400,SWISU,1Fam,6,5,1940,Y,1595,1,2,2,Attchd,2006
177500,11249,CollgCr,1Fam,6,5,1995,Y,1200,2,3,0,Attchd,2007
173000,9248,Gilbert,1Fam,6,6,1992,Y,1167,2,3,0,Attchd,2009
134000,4224,MeadowV,TwnhsE,5,5,1976,Y,1142,1,3,1,Attchd,2007
130000,6930,ClearCr,1Fam,5,4,1958,Y,1352,1,3,0,BuiltIn,2006
280000,12011,NoRidge,1Fam,8,5,1998,Y,1924,2,3,1,Attchd,2006
156000,7540,Mitchel,1Fam,6,6,1978,Y,912,1,2,1,Attchd,2007
145000,9144,BrkSide,1Fam,5,5,1940,Y,1505,1,3,0,Detchd,2008
198500,7301,Edwards,1Fam,7,5,2003,Y,1922,3,4,1,BuiltIn,2009
118000,1680,BrDale,Twnhs,6,8,1972,Y,987,1,2,0,Detchd,2009
190000,18800,NWAmes,1Fam,6,5,1976,Y,1574,2,3,1,Attchd,2006
147000,10690,IDOTRR,1Fam,5,7,1920,Y,1344,1,3,0,Detchd,2009
159000,9500,NAmes,1Fam,6,5,1963,Y,1394,1,3,2,Attchd,2009
165000,9150,NAmes,1Fam,6,5,1962,Y,1431,1,3,1,Basment,2008
132000,7800,NAmes,1Fam,5,6,1954,Y,1268,1,2,1,Attchd,2010
162000,9830,NAmes,1Fam,5,7,1959,Y,1287,1,3,1,Detchd,2010
172400,8121,Gilbert,1Fam,6,5,2000,Y,1664,2,3,1,Attchd,2006
134432,17120,ClearCr,1Fam,4,4,1959,Y,1588,2,4,1,Detchd,2008
125000,7175,SawyerW,TwnhsE,6,5,1984,Y,752,1,2,0,Attchd,2010
123000,10634,NAmes,1Fam,5,6,1953,Y,1319,1,3,0,Attchd,2009
219500,8200,CollgCr,1Fam,7,5,2003,Y,1928,2,4,1,BuiltIn,2007
61000,10020,Edwards,1Fam,1,1,1922,N,904,0,1,0,,2009
148000,8846,CollgCr,1Fam,5,5,1996,Y,914,1,2,0,Detchd,2006
340000,11143,Somerst,1Fam,8,5,2004,Y,2466,3,4,1,Attchd,2007
394432,11394,StoneBr,1Fam,9,2,2010,Y,1856,1,1,1,Attchd,2010
179000,8123,Gilbert,1Fam,6,5,2000,Y,1800,2,3,1,Attchd,2009
127000,5000,SWISU,1Fam,5,6,1924,Y,1691,2,3,1,Detchd,2010
187750,7200,Somerst,1Fam,7,5,2006,Y,1301,2,2,1,Attchd,2006
213500,9245,CollgCr,1Fam,7,5,2006,Y,1797,2,3,0,Attchd,2007
76000,9000,SawyerW,1Fam,6,3,1928,N,784,1,2,0,Detchd,2009
240000,53107,ClearCr,1Fam,6,5,1992,Y,1953,2,3,2,Attchd,2007
192000,3182,Blmngtn,TwnhsE,8,5,2004,Y,1269,2,2,1,Attchd,2010
81000,8410,Edwards,1Fam,5,3,1910,Y,1184,1,5,0,,2006
125000,7200,Edwards,1Fam,6,6,1976,Y,1125,1,3,1,Detchd,2009
191000,9382,CollgCr,1Fam,7,5,1999,Y,1479,2,3,0,Attchd,2008
426000,12474,NridgHt,1Fam,10,5,2007,Y,2332,2,3,1,BuiltIn,2008
119000,8405,Edwards,1Fam,5,8,1900,Y,1367,1,4,0,Detchd,2008
215000,12209,Mitchel,1Fam,6,5,2001,Y,1961,2,3,1,BuiltIn,2009
106500,8339,NAmes,1Fam,5,7,1959,Y,882,1,3,0,Attchd,2007
100000,7446,BrkSide,1Fam,4,5,1941,Y,788,1,2,2,,2006
109000,10134,OldTown,1Fam,5,6,1940,Y,1034,1,2,0,Detchd,2007
129000,9571,Edwards,1Fam,5,6,1956,Y,1144,1,3,0,Attchd,2010
123000,7200,CollgCr,1Fam,5,5,1972,Y,894,1,2,0,Detchd,2009
169500,7590,NAmes,1Fam,5,5,1962,Y,1812,2,4,1,Attchd,2007
67000,8967,IDOTRR,1Fam,5,2,1920,Y,1077,1,2,0,Detchd,2007
241000,8125,Somerst,1Fam,7,5,2006,Y,1550,2,2,0,Attchd,2009
245500,14963,Veenker,TwnhsE,8,5,1996,Y,1288,1,1,2,Attchd,2008
164990,8767,CollgCr,1Fam,7,5,2005,Y,1310,2,3,1,Attchd,2006
108000,10200,Sawyer,1Fam,5,8,1940,Y,672,1,2,0,Detchd,2008
258000,12090,NoRidge,1Fam,8,5,1998,Y,2263,2,4,1,BuiltIn,2006
168000,10364,Gilbert,1Fam,6,5,1995,Y,1572,2,3,1,BuiltIn,2007
150000,9991,Sawyer,1Fam,4,4,1976,Y,1620,2,3,1,Attchd,2009
115000,10480,SWISU,1Fam,6,5,1936,Y,1639,1,3,0,Detchd,2008
177000,15576,Crawfor,1Fam,6,7,1915,Y,1680,2,4,0,Attchd,2008
280000,14154,NridgHt,1Fam,7,5,2006,Y,2172,2,3,1,Attchd,2007
339750,10800,Somerst,1Fam,8,5,2007,Y,2078,2,3,1,Attchd,2008
60000,9571,Edwards,1Fam,5,3,1958,Y,1276,1,3,0,Attchd,2009
145000,34650,Gilbert,2fmCon,5,5,1955,N,1056,1,3,0,Attchd,2006
222000,4403,Somerst,1Fam,7,5,2009,Y,1478,2,2,1,Attchd,2010
115000,8960,OldTown,1Fam,5,6,1927,Y,1028,1,2,1,Detchd,2010
228000,11228,SawyerW,1Fam,7,5,1993,Y,2097,2,3,1,Attchd,2008
181134,8899,Gilbert,1Fam,7,5,2007,Y,1340,2,3,0,Attchd,2007
149500,7844,Sawyer,1Fam,6,7,1978,Y,1400,1,3,1,Attchd,2006
239000,22420,Crawfor,1Fam,6,6,1918,N,2624,2,4,1,Detchd,2007
126000,8160,Edwards,1Fam,5,6,1940,N,1134,1,3,0,Detchd,2007
142000,8450,NAmes,1Fam,5,6,1968,Y,1056,1,3,1,Attchd,2010
206300,7060,Mitchel,Duplex,7,5,1997,Y,1344,2,2,0,Attchd,2008
215000,16635,NWAmes,1Fam,6,7,1977,Y,1602,2,3,1,Attchd,2009
113000,21750,Mitchel,1Fam,5,5,1954,Y,988,1,2,0,Attchd,2008
315000,9200,NoRidge,1Fam,8,5,1998,Y,2630,2,4,1,Attchd,2008
139000,9000,NAmes,1Fam,6,5,1956,Y,1196,1,2,1,Attchd,2008
135000,3378,OldTown,1Fam,7,8,1946,Y,1389,1,3,2,Detchd,2009
275000,12800,SawyerW,1Fam,7,5,1989,Y,1644,2,2,1,Attchd,2009
109008,8593,NAmes,1Fam,4,6,1957,Y,907,1,3,0,Detchd,2008
195400,6762,CollgCr,1Fam,7,5,2007,Y,1208,2,2,0,Attchd,2007
175000,11457,Timber,1Fam,6,5,1988,Y,1412,2,3,1,Attchd,2009
85400,1680,BrDale,Twnhs,6,5,1971,Y,987,1,2,0,Detchd,2008
79900,5586,OldTown,1Fam,6,7,1920,Y,1198,1,4,0,,2008
122500,1920,BrDale,TwnhsE,5,5,1971,Y,1365,1,2,0,Detchd,2007
181000,10839,Gilbert,1Fam,6,5,1997,Y,1604,2,3,1,Attchd,2008
81000,1890,MeadowV,Twnhs,4,7,1972,Y,630,1,1,0,,2008
212000,10667,CollgCr,1Fam,7,6,1996,Y,1661,2,3,1,Attchd,2009
116000,4400,OldTown,1Fam,6,8,1920,Y,1118,1,2,0,Detchd,2006
119000,6000,BrkSide,1Fam,6,7,1926,Y,904,1,2,0,Detchd,2009
90350,4280,Crawfor,1Fam,5,6,1913,N,694,1,2,1,Detchd,2007
110000,12354,Edwards,1Fam,6,8,1920,Y,1196,1,3,0,Detchd,2009
555000,15431,NridgHt,1Fam,10,5,2008,Y,2402,2,2,2,Attchd,2009
118000,12108,Edwards,Duplex,4,4,1955,N,1440,2,4,0,,2008
162900,6240,BrkSide,1Fam,5,7,1930,Y,1573,2,3,1,Detchd,2008
172500,3922,Blmngtn,TwnhsE,7,5,2006,Y,1258,2,2,1,Attchd,2007
210000,8750,CollgCr,1Fam,7,5,1994,Y,1908,2,4,1,Attchd,2008
127500,9855,Edwards,1Fam,6,5,1956,Y,1689,1,3,1,Attchd,2009
190000,16492,NAmes,1Fam,6,6,1966,Y,1888,2,2,1,Attchd,2010
199900,11214,Gilbert,1Fam,7,5,1998,Y,1886,2,4,1,Attchd,2006
119500,8600,IDOTRR,1Fam,6,6,1937,Y,1376,2,3,1,Detchd,2006
120000,6000,OldTown,1Fam,3,7,1948,Y,1183,1,2,0,Detchd,2007
110000,5684,OldTown,1Fam,6,8,1930,Y,813,1,2,0,Detchd,2006
280000,70761,ClearCr,1Fam,7,5,1975,Y,1533,2,2,2,Attchd,2006
204000,9303,Timber,1Fam,6,5,1996,Y,1756,2,3,0,Attchd,2007
210000,9000,Somerst,1Fam,8,5,2008,Y,1590,2,3,0,Attchd,2009
188000,9297,Mitchel,Duplex,5,5,1976,Y,1728,2,4,0,Detchd,2006
175500,9600,NWAmes,1Fam,7,6,1973,Y,1242,1,3,1,Attchd,2007
98000,4571,OldTown,1Fam,5,5,1916,N,1344,1,4,0,Detchd,2008
256000,53227,ClearCr,1Fam,4,6,1954,Y,1663,1,2,2,Attchd,2008
161000,5100,OldTown,1Fam,8,7,1925,Y,1666,1,3,1,Detchd,2008
110000,7015,BrkSide,1Fam,5,4,1950,Y,1203,1,3,1,Detchd,2009
263435,8004,Somerst,1Fam,8,5,2009,Y,1935,2,3,0,BuiltIn,2009
155000,7200,SWISU,1Fam,7,9,1936,Y,1135,1,3,0,Detchd,2009
62383,8281,Sawyer,1Fam,5,5,1965,Y,864,1,3,1,Detchd,2009
188700,11988,Crawfor,1Fam,6,7,1934,Y,1660,1,3,1,Detchd,2008
124000,8430,CollgCr,1Fam,5,5,1978,Y,1040,2,3,0,,2009
178740,3072,Blmngtn,TwnhsE,7,5,2004,Y,1414,2,2,1,Attchd,2006
167000,10628,NAmes,1Fam,7,5,1970,Y,1277,1,2,1,Attchd,2007
146500,9480,NAmes,1Fam,5,7,1942,Y,1644,1,3,2,Attchd,2007
250000,11428,NridgHt,1Fam,8,5,2006,Y,1634,2,3,1,Attchd,2007
187000,9291,SawyerW,1Fam,6,5,1993,Y,1710,2,3,0,Attchd,2008
212000,6820,StoneBr,TwnhsE,8,5,1985,Y,1502,1,1,0,Attchd,2010
190000,11952,NWAmes,1Fam,7,6,1977,Y,1969,2,3,1,Attchd,2007
148000,3675,Edwards,TwnhsE,6,5,2005,Y,1072,1,2,0,Basment,2008
440000,14977,NridgHt,1Fam,8,5,2006,Y,1976,2,2,1,Attchd,2007
251000,5330,StoneBr,TwnhsE,8,5,2000,Y,1652,2,2,0,Attchd,2007
132500,8480,Sawyer,1Fam,5,6,1963,Y,970,1,2,0,Detchd,2007
208900,13125,CollgCr,1Fam,6,5,1997,Y,1493,2,3,1,Attchd,2008
380000,13693,NridgHt,1Fam,9,5,2006,Y,2643,2,3,1,BuiltIn,2007
297000,10637,CollgCr,1Fam,8,5,2007,Y,1718,2,3,1,Attchd,2009
89471,5925,OldTown,1Fam,4,7,1937,Y,1131,1,2,0,Detchd,2007
326000,16033,NridgHt,1Fam,9,5,2004,Y,1850,2,3,1,Attchd,2006
374000,11846,NridgHt,1Fam,9,5,2003,Y,1792,2,2,1,Attchd,2006
155000,2500,OldTown,1Fam,7,8,1915,Y,1826,1,4,1,Attchd,2009
164000,4500,Mitchel,Twnhs,6,5,1998,Y,1216,2,2,0,Attchd,2006
132500,7758,Sawyer,1Fam,5,7,1962,Y,999,1,3,0,Detchd,2007
147000,9600,NAmes,1Fam,5,7,1950,Y,1113,1,3,1,Attchd,2009
156000,10289,NAmes,1Fam,5,7,1965,Y,1073,1,3,0,Attchd,2007
175000,12243,NWAmes,1Fam,5,6,1971,Y,1484,2,3,1,Attchd,2007
160000,10800,OldTown,2fmCon,5,4,1900,N,2414,2,3,1,Attchd,2006
86000,1526,MeadowV,Twnhs,4,8,1970,Y,630,1,1,0,Attchd,2009
115000,2665,MeadowV,TwnhsE,5,6,1976,Y,1304,1,3,1,BuiltIn,2008
133000,9490,NAmes,1Fam,6,7,1941,Y,1578,1,3,2,Attchd,2006
172785,15578,Gilbert,1Fam,6,5,2006,Y,1456,2,3,0,Attchd,2006
155000,7931,NAmes,1Fam,5,6,1960,Y,1269,1,3,1,Detchd,2008
91300,5784,OldTown,1Fam,5,8,1938,Y,886,1,2,0,Attchd,2009
34900,7879,IDOTRR,1Fam,4,5,1920,N,720,1,2,0,,2009
430000,12692,NoRidge,1Fam,8,5,1992,Y,3228,3,4,1,Attchd,2007
184000,9120,BrkSide,1Fam,7,6,1925,Y,1820,2,4,0,Detchd,2008
130000,7800,Sawyer,1Fam,5,7,1967,Y,899,1,3,0,Attchd,2009
120000,7535,NAmes,1Fam,5,7,1958,Y,912,1,2,0,Attchd,2007
113000,1890,BrDale,Twnhs,6,5,1973,Y,1218,1,3,0,Detchd,2007
226700,9803,Somerst,1Fam,7,5,2005,Y,1768,2,3,0,Attchd,2008
140000,9170,Edwards,1Fam,5,7,1965,Y,1214,1,2,0,Detchd,2007
289000,15602,Crawfor,1Fam,7,8,1959,Y,1801,2,1,2,Attchd,2010
147000,2308,NPkVill,TwnhsE,6,5,1974,Y,1322,2,3,1,Attchd,2009
124500,7596,OldTown,Duplex,5,5,1952,Y,1960,2,4,0,Detchd,2009
215000,9554,SawyerW,1Fam,8,5,1993,Y,1911,2,3,1,Attchd,2006
208300,7862,Somerst,1Fam,6,5,2009,Y,1218,2,2,0,Attchd,2009
161000,9600,OldTown,1Fam,7,9,1928,Y,1378,2,3,1,Detchd,2008
124500,9600,NAmes,1Fam,5,6,1959,Y,1041,1,3,0,Attchd,2009
164900,14559,NAmes,1Fam,5,7,1951,Y,1363,1,2,2,CarPort,2009
202665,6792,NridgHt,TwnhsE,7,5,2005,Y,1368,2,2,1,Attchd,2006
129900,9100,NAmes,1Fam,5,5,1958,Y,864,1,3,0,Detchd,2006
134000,9187,Mitchel,1Fam,6,5,1983,Y,1080,1,3,0,Attchd,2007
96500,10594,Crawfor,1Fam,5,5,1926,N,789,1,2,0,Detchd,2007
402861,12220,NridgHt,1Fam,10,5,2009,Y,2020,2,3,1,Attchd,2009
158000,10448,NWAmes,1Fam,6,6,1972,Y,2119,2,3,1,Attchd,2009
265000,10208,NoRidge,1Fam,7,5,1996,Y,2344,2,3,1,Attchd,2009
211000,9531,CollgCr,1Fam,6,5,1998,Y,1796,2,3,0,Attchd,2007
234000,10918,Crawfor,1Fam,7,9,1926,Y,2080,1,3,2,Detchd,2009
106250,10800,OldTown,2fmCon,4,7,1900,N,1294,2,3,0,,2008
150000,11988,NAmes,1Fam,6,6,1957,Y,1244,1,3,2,Attchd,2007
159000,5000,BrkSide,1Fam,6,7,1947,Y,1664,2,3,2,Detchd,2006
184750,40094,Edwards,1Fam,10,5,2007,Y,4676,3,3,1,BuiltIn,2007
315750,11787,NoRidge,1Fam,7,5,1996,Y,2398,2,3,1,Attchd,2007
176000,7500,Somerst,1Fam,7,5,2005,Y,1266,2,3,1,Attchd,2006
132000,13300,NAmes,1Fam,5,7,1956,Y,928,1,2,0,Attchd,2007
446261,14948,NridgHt,1Fam,9,5,2008,Y,2713,2,3,1,Attchd,2008
86000,9098,Edwards,1Fam,4,7,1920,Y,605,1,2,0,,2007
200624,32668,Crawfor,1Fam,6,3,1957,Y,2515,3,4,2,Attchd,2007
175000,10200,Timber,1Fam,6,5,1988,Y,1509,2,3,1,Attchd,2008
128000,6155,BrkSide,1Fam,6,8,1920,Y,1362,2,3,0,Detchd,2008
107500,7200,NAmes,1Fam,5,7,1955,Y,827,1,2,1,Detchd,2010
39300,5000,BrkSide,1Fam,1,3,1946,N,334,1,1,0,,2007
178000,9056,Gilbert,1Fam,8,5,2004,Y,1414,2,3,1,Attchd,2006
107500,7000,Edwards,2fmCon,5,7,1910,Y,1347,1,3,0,,2008
188000,8924,CollgCr,1Fam,7,5,1998,Y,1724,2,3,0,Attchd,2008
111250,12735,NAmes,1Fam,4,5,1972,Y,864,1,3,0,Detchd,2008
158000,11553,Sawyer,1Fam,5,5,1968,Y,1159,1,3,1,Attchd,2006
272000,11423,CollgCr,1Fam,8,5,2001,Y,1601,2,3,1,Attchd,2010
315000,14601,Timber,1Fam,9,5,2006,Y,1838,2,2,1,Attchd,2009
248000,11000,NoRidge,1Fam,8,5,2000,Y,2285,2,4,1,BuiltIn,2007
213250,10140,NWAmes,1Fam,7,5,1998,Y,1680,2,3,1,Attchd,2009
133000,4058,NAmes,TwnhsE,7,5,1998,Y,767,1,1,0,Attchd,2007
179665,17104,Gilbert,1Fam,7,5,2006,Y,1496,2,3,1,Attchd,2006
229000,13837,NWAmes,1Fam,7,5,1988,Y,2183,2,4,0,Attchd,2006
210000,8737,BrkSide,1Fam,6,7,1923,Y,1635,1,3,1,Detchd,2007
129500,7244,Mitchel,1Fam,5,7,1970,Y,768,1,2,0,Detchd,2007
125000,8235,OldTown,1Fam,5,7,1955,Y,825,1,2,0,Detchd,2008
263000,9375,Somerst,1Fam,7,5,2003,Y,2094,2,4,1,BuiltIn,2009
140000,4043,NPkVill,TwnhsE,6,6,1977,Y,1069,2,2,0,Attchd,2008
112500,6000,OldTown,1Fam,5,6,1957,Y,928,1,3,0,Attchd,2008
255500,11146,NridgHt,1Fam,8,5,2006,Y,1717,2,3,1,Attchd,2009
108000,8777,Edwards,1Fam,4,5,1949,Y,1126,2,2,0,Detchd,2009
284000,10625,NridgHt,1Fam,7,5,2003,Y,2046,2,3,1,BuiltIn,2008
113000,6380,BrkSide,1Fam,5,6,1922,Y,1048,1,2,1,Detchd,2006
141000,14850,NAmes,1Fam,5,5,1957,Y,1092,1,2,1,Attchd,2006
108000,11040,IDOTRR,1Fam,4,6,1920,Y,1336,1,3,0,CarPort,2006
175000,21872,Gilbert,1Fam,7,5,1996,Y,1446,2,3,1,Attchd,2008
234000,3196,Blmngtn,TwnhsE,7,5,2003,Y,1557,2,2,1,Attchd,2006
121500,11341,Sawyer,1Fam,5,6,1957,Y,1392,1,3,1,Detchd,2010
170000,10010,Mitchel,1Fam,5,5,1974,Y,1389,1,2,1,Attchd,2006
108000,13907,Edwards,1Fam,5,6,1940,Y,996,1,3,1,,2008
185000,21780,Edwards,1Fam,6,7,1918,Y,1674,2,4,1,Detchd,2008
268000,13346,NoRidge,1Fam,7,5,1992,Y,2295,2,4,1,Attchd,2006
128000,6858,SWISU,1Fam,6,4,1915,N,1647,1,4,0,Detchd,2010
325000,11198,StoneBr,1Fam,9,5,2005,Y,2504,2,4,1,BuiltIn,2008
214000,10171,NridgHt,1Fam,7,5,2004,Y,1535,2,3,0,Attchd,2010
316600,12327,SawyerW,1Fam,8,8,1983,Y,2132,1,1,1,BuiltIn,2009
135960,7032,NAmes,Duplex,5,5,1979,Y,943,1,2,2,Detchd,2006
142600,13101,NAmes,Duplex,5,5,1965,Y,1728,2,6,0,Detchd,2008
120000,7332,NAmes,1Fam,6,6,1959,Y,864,1,2,0,Attchd,2006
224500,13159,Timber,1Fam,7,5,2009,Y,1692,2,3,0,Attchd,2009
170000,9967,Gilbert,1Fam,7,5,2000,Y,1430,2,3,1,BuiltIn,2007
139000,10500,NAmes,1Fam,5,7,1971,Y,1109,1,3,0,BuiltIn,2007
118500,8480,NAmes,1Fam,5,5,1947,Y,1216,1,2,0,Detchd,2008
145000,6292,SWISU,1Fam,7,7,1928,Y,1477,2,3,1,Detchd,2009
164500,11777,Sawyer,1Fam,5,6,1966,Y,1320,1,3,2,Attchd,2006
146000,3604,Somerst,TwnhsE,7,5,2007,Y,1392,2,2,0,Detchd,2008
131500,12150,OldTown,1Fam,5,5,1954,N,1795,2,4,0,Attchd,2008
181900,14585,NAmes,1Fam,6,6,1960,Y,1429,1,3,2,Attchd,2007
253293,12704,NridgHt,1Fam,8,5,2008,Y,2042,2,3,1,Attchd,2009
